titre,text,date,link,img
Généralisation de l’AMO au monde rural : le détail du dispositif d’accompagnement du Crédit Agricole du Maroc,"Le groupe Crédit Agricole du Maroc se mobilise dans le processus de généralisation de la couverture sociale au monde rural. La banque lance ainsi un produit dédié à l’AMO (Tasbiq Addaman Al-Ijtimaii) assorti d’un dispositif spécifique pour accompagner le déploiement de cette opération au profit des agriculteurs. Le Crédit Agricole du Maroc (CAM) se mobilise aux côtés du département de l’Agriculture et de la Caisse nationale de sécurité sociale (CNSS) pour la réussite du programme de généralisation de la couverture sociale au profit des agriculteurs. Le groupe met ainsi sur les rails un produit dédié à l’AMO «Tasbiq Addaman Al-Ijtimaii», assorti d’un dispositif spécifique pour accompagner le déploiement de ce programme. Concrètement, l’accompagnement de l’adhésion des agriculteurs au régime AMO s’articule autour de trois composantes : l’échange de données, la communication et la sensibilisation des bénéficiaires, la bancarisation et l’inclusion financière. Dans le détail, CAM indique que le volet échange de données consistera à partager avec les parties prenantes les informations nécessaires concernant les agriculteurs éligibles à cette opération afin de les fiabiliser et permettre à la CNSS de pouvoir servir un maximum de bénéficiaires. Pour la communication et la sensibilisation des bénéficiaires, la Banque entend mobiliser son large réseau d’agences et filiales (La Fondation ARDI, Tamwil El Fellah, Al Filahi Cash et Al Akhdar Bank) en plus de ses agences mobiles afin de toucher les agriculteurs basés dans les zones et régions les plus enclavées. L’opération de communication et de sensibilisation impliquera également le centre de relation client de la banque ainsi que ses canaux digitaux. Quant à la bancarisation et l’inclusion financière, elle viendra faciliter la régularité des prélèvements des cotisations de l’AMO et permettra aux agriculteurs de recevoir les remboursements des prestations de la CNSS dans les «meilleures conditions». S’agissant du produit en lui-même (Tasbiq Addaman Al-Ijtimaii), il consiste en une avance que le CAM accordera automatiquement à l’agriculteur à sa demande et sans aucune garantie et qui assurera les prélèvements mensuels de la CNSS sur le compte professionnel de l’agriculteur pour une durée pouvant aller jusqu’à trois ans, et ce, même en cas de manque de provision. «Cette disposition permet à l’agriculteur de profiter pleinement de la totalité de la couverture sociale et des prestations de l’AMO», assure la Banque. Les remboursements de la CNSS sont servis sur le compte personnel de l’agriculteur quelle que soit la situation du compte professionnel, déduction faite des seules cotisations AMO avancées par la banque. Pour cela et afin d’accompagner efficacement cette opération d’envergure, Crédit Agricole du Maroc affirme repenser la relation avec l’agriculteur, en mettant désormais à sa disposition deux comptes distincts et complètement étanches pour lui. Un compte professionnel baptisé «Hssab Al Ard» lié à son exploitation agricole et à son activité professionnelle et dont l’identification sera basée sur le nouveau Registre national agricole (RNA) et un compte personnel baptisé «Hssab Dar» pour gérer ses besoins personnels et familiaux.",2022-06-07,https://lematin.ma/express/2022/generalisation-lamo-monde-rural-detail-dispositif-daccompagnement-credit-agricole-maroc/376739.html,https://static.lematin.ma/files/lematin/images/articles/2022/06/846b4bfd2415c98609df186b8fba7cbe.jpg
Le Maroc renforce ses exportations d’habillement vers l’UE,"Malgré la très forte progression du coût des matières premières, les exportations d’habillement du Maroc vers l’Union européenne ont bondi de 31% au premier trimestre, en rythme annuel, pour atteindre environ 707 millions d’euros. À fin mars, le Royaume est ainsi classé huitième fournisseur de ce marché, avec une part de 3,3%. Ses prix moyens ont augmenté d’environ 17% sur un an. En dépit d’une conjoncture mondiale et sectorielle difficile, le Maroc se maintient dans le top10 des principaux exportateurs d’habillement vers l’Union européenne (UE). Les livraisons vers ce marché ont même bondi de 31% au premier trimestre, en rythme annuel, pour atteindre environ 707 millions d’euros. À fin mars, le Royaume est ainsi classé huitième fournisseur d’habillement de l’UE, avec une part de marché qui remonte à 3,3% contre 3,2% un an plutôt, selon les dernières statistiques publiées par le Cercle euro-méditerranéen des dirigeants textile-habillement (Cedith). Globalement, les importations européennes d’habillement ont progressé de 30% au premier trimestre 2022 à 16,6 milliards d’euros. «Tous les principaux fournisseurs de l’Union européenne enregistrent une forte augmentation, la palme revenant au Bangladesh (+51%)», souligne Jean-François Limantour, président du Cedith. Selon lui, la progression très rapide du Bangladesh (4,7 milliards d’euros d’exportations) concurrence de plus en plus directement la Chine, qui affiche, elle, une bonne résistance malgré sa politique «zéro Covid» (confinement) avec une progression de 29% à 6,2 milliards d’euros. Pour les fournisseurs asiatiques toujours, on notera aussi la remontée du Cambodge avec une augmentation de 36% à 727 millions d’euros. «Côté Méditerranée, la Turquie, le Maroc et, dans une moindre mesure, la Tunisie ont réalisé de bons scores sur le marché européen d’habillement», indique Jean-François Limantour. Ensemble, les 9 fournisseurs méditerranéens ont totalisé 4,2 milliards d’euros d’exportations, mais leur part dans les importations totales de l’UE a légèrement baissé à 19,4% contre 19,8% au premier trimestre 2021. Le Maroc se positionne deuxième fournisseur méditerranéen de l’UE, derrière la Turquie (+27% à 2,8 milliards d’euros) et devant la Tunisie (+21,7% à 572 millions d’euros). «Toutefois, ces performances, optiquement excellentes, ne permettent en réalité aux fournisseurs que de revenir, peu ou prou, à leurs niveaux de 2019. Ajoutons que près d’un tiers de ce rebond (global) de 30% provient du renchérissement du prix des vêtements (+11,8%) provoqué par la très forte progression du coût des matières (coton et synthétiques)», précise le président du Cedith. Pour le Maroc, ses prix moyens ont augmenté d’environ 17% sur un an, soit la troisième plus forte hausse des prix après celle du Bangladesh (+20%) et de la Chine (+18,5%). Jean-François Limantour estime que les prix des vêtements vont certainement continuer à grimper en raison de la hausse du coût des matières. Or, l’inflation commence à ronger sérieusement le budget des consommateurs européens et impacte sévèrement leurs dépenses, notamment vestimentaires. Un vrai challenge pour les producteurs mondiaux et distributeurs.",2022-06-07,https://lematin.ma/express/2022/maroc-renforce-exportations-dhabillement-lue/376736.html,https://static.lematin.ma/files/lematin/images/articles/2022/06/417373583a0c6d59dc769b892d6badf7.jpg
Bourse : BMCE capital recommande de conserver le titre BMCI,"BMCI est un titre à conserver dans son portefeuille, en l’attente d’un éventuel revirement stratégique de la banque, selon les recommandations de BMCE Capital Global Research (BKGR). «En 2022, nous tablons sur une hausse de 63% du résultat net bancaire du groupe de BMCI», indique BKGR. Elle explique cette performance essentiellement par une amélioration de 3% du produit net bancaire qui devrait couvrir un niveau de charges quasi stable par rapport à 2020. Mais aussi par une baisse de 13% du coût du risque en lien avec l’amélioration de la situation économique. «En dépit de la forte hausse attendue du RNPG en 2022 et dans un contexte marqué par une forte amélioration des réalisations de ses peers, se rapprochant des niveaux de rentabilité d’avant crise, BMCI peine à retrouver une capacité bénéficiaire proche de celle de 2019, en raison principalement d’une stratégie de développement passive», souligne-t-elle. BKGR fait ressortir cinq forces de la valeur. D’abord, la bancaire est adossée au groupe BNP Paribas. Ensuite, elle dispose d’un ratio de solvabilité confortable en 2021, soit 13,58%. Autre avantage, le bon positionnement sur l’activité corporate. Le groupe a également développé sa stratégie de digitalisation, notamment via sa filiale Digifi. Enfin, BMCI a mis en place un plan stratégique 2021-2024. Concernant ses faiblesses, elles sont au nombre de trois. Premièrement, la stratégie de développement passive de la banque induit une activité en stagnation sur les 5 dernières années. Deuxièmement, la refonte du système d’information a nécessité d’importants investissements à la suite de la récurrence d’incidents informatiques qui ont provoqué certaines perturbations de l’activité de la banque. Troisièmement, la stratégie du groupe dépend fortement de la maison mère et ses champs d’action sont limités au Maroc en raison de l’absence de relais de croissance en dehors du marché local. En termes d’opportunités, BKGR en fait ressortir trois. Il s’agit de la progression anticipée des crédits de trésorerie et la reprise probable des crédits d’investissement sur le deuxième semestre 2022. La poursuite, cette année, de la détente du coût du risque des banques est également un atout, «du fait de l’importance projetée des reprises sur provisions forward-looking suite à l’amélioration attendue de la qualité du portefeuille de crédits du secteur». Enfin, BMCI permet la possibilité de réaliser des plus-values en 2022 en cas d’apport d’actifs à des OPCI/titrisation ou de produits de cession en cas d’externalisation des parts détenues dans un OPCI. Enfin, deux menaces existent pour la banque. Une concerne la probabilité de l’entrée en vigueur de la circulaire 19/G cette année. L’autre porte sur l’éventualité d’une montée des risques en cas de dégradation du contexte sanitaire.",2022-06-07,https://lematin.ma/express/2022/tablons-hausse-63-rnpg-bmci-2022/376733.html,https://static.lematin.ma/files/lematin/images/articles/2022/06/36efa7da6fe5cf44195fc873b11653f8.jpg
STMicroelectronics inaugure sa nouvelle ligne de production de composants électroniques de pointe à Bouskoura,"La nouvelle ligne de production de composants électroniques de STMicroelectronics (ST) a été inaugurée, mardi sur son site à Bouskoura, lors d'une cérémonie présidée par le ministre de l'Industrie et du Commerce, Ryad Mezzour. Avec un investissement de 2,4 milliards de dirhams (MMDH) depuis 2020, ce projet d'extension de ST, qui comprend un élargissement de la surface de production d'une superficie de 7500 m², permettra d'assurer une augmentation majeure de la capacité de production et la création de nouveaux emplois. Plus de 700 emplois, dont 100 ingénieurs, ont déjà été créés en un an et d'importants recrutements sont en cours, pour la mise en place d’une nouvelle ligne de production spécialisée dans la fabrication de produits de pointe en carbure de silicium utilisés dans les voitures électriques par les principaux constructeurs automobiles mondiaux. A cette occasion, M. Ryad Mezzour a déclaré que ""c'est un véritable exploit pour l'industrie électronique nationale que nous célébrons, aujourd’hui. Ce nouvel investissement de ST à Bouskoura, le 2e plus grand site du groupe au monde, survient dans un contexte mondial marqué par la pénurie de ce type de composants électroniques pour voitures électriques contraignant notamment les constructeurs automobiles à réduire leurs cadences de production"". Et d'ajouter qu'il permettra au Maroc de renforcer son positionnement dans la chaine de valeur du secteur automobile, en tant que destination privilégiée des investissements internationaux de pointe, notamment dans la mobilité électrique, et pays précurseur dans l’industrie électronique. En produisant des composants électroniques compétitifs d’une qualité de classe mondiale conçus par des compétences majoritairement marocaines, le Maroc avance à pas de géant vers la concrétisation de sa souveraineté industrielle et confirme son énorme potentiel de développement répondant aux nouveaux besoins émergents tels que la voiture électrique, la 5G, les objets connectés ou l’Industrie 4.0, a souligné M. Mezzour. De son côté, le Vice-Président Exécutif, Directeur de l’organisation Technologie et Fabrication Back-end à ST, Fabio Gualandris a relevé que les investissements réalisés pour augmenter la capacité de production et améliorer les installations, ainsi que l'important recrutement en cours, soulignent l'importance du développement de ST Bouskoura pour la croissance future de STMicroelectronics et son leadership mondial dans les produits dédiés à l'électrification des véhicules et à la transformation numérique des entreprises industrielles. Pr ailleurs, M. Gualandris a soulevé que le plan de croissance ambitieux pour STMicroelectronics Bouskoura a été réalisé grâce au soutien du ministère ,des autorités locales et de l'Agence Nationale de Promotion de l'Emploi et des Compétences (ANAPEC). Spécialisé dans l’assemblage et le test de composants électroniques, ST Bouskoura est l’un des sites les plus avancés au monde en termes d’automatisation et de technologie. Il fournit des produits répondant aux exigences de qualité les plus élevées et contribuant au leadership de STMicroelectronics des produits dédiés à l'électrification des véhicules et à la transformation numérique des entreprises industrielles. ST Bouskoura est également l'un des principaux sites de Groupe STMicroelectronics pour l'assemblage et le test de ses produits STPOWER de pointe en carbure de silicium en grands volumes, des produits intégrés dans les véhicules électriques des principaux constructeurs automobiles mondiaux, notamment dans l'onduleur de traction principal et le chargeur embarqué, ainsi que dans l'infrastructure de charge.",2022-06-07,https://lematin.ma/express/2022/stmicroelectronics-inaugure-nouvelle-ligne-production-composants-electroniques-pointe-bouskoura/376732.html,https://static.lematin.ma/files/lematin/images/articles/2022/06/0fe9100a7b58160af856c2e4d693e4be.jpg
Le tourteau d'argan à la base d’une marque cosmétique 100% bio,"C’est une révolution au pas de charge au sein de l’École Mohammadia d’ingénieurs (EMI Enactus) ! Après «S-ilk», qui est une alternative du tissu classique à base de lait périmé, ou encore «Nuwood» qui est un produit de substitution du bois 100% naturel, cette fois c’est au tour d’«ArgaCare». Il s’agit d’un projet de marque de produits cosmétiques d’un groupe de 8 élèves ingénieurs, 100% bio et fabriqués à partir d’une huile extraite du tourteau d’argan. Ce résidu est une matière première différente de l’huile d’argan puisqu’elle est plus riche en saponines. Les détails de cette invention unique dans le monde de la cosmétique bio. Le meilleur déchet est celui qui n'existe pas. Or, allier le zéro déchet au 100% bio est certainement le grand rêve de plusieurs marques et groupes dans le monde. Et c’est encore une fois depuis l’École Mohammadia d’ingénieurs que des élèves inventent un procédé unique en son genre : «ArgaCare» qui est un projet de marque de produits cosmétiques 100% bio qui font hommage à l'arganier en valorisant le tourteau d'argan en tant que matière première. Le tourteau d'argan, si vous n'y êtes pas familier, est le résidu de l'extraction de l'huile d'argan ; un constituant aussi bénéfique que l'huile d'argan en termes de vitamines : «L’une des particularités de nos produits est l’unicité du processus de fabrication. En effet, les marques qui créent des savons naturels le font à partir de l’huile d’argan même, ou en utilisant d’autres huiles essentielles. Nos produits, quant à eux, sont fabriqués à partir d’une huile extraite du résidu d’argan, une matière première différente de l’huile d’argan puisqu’elle est plus riche en saponines, et donc plus bénéfique pour la peau», explique au journal «Le Matin» Aya El Hachimi, membre de l’équipe qui a mis au point «ArgaCare». Ce n’est pas tout, cette invention est une première vu que des exploitations pareilles du tourteau d’argan sont inexistantes dans le marché cosmétique actuel. «“ArgaCare” se lance ainsi dans un marché prospère : le monde de la bio-cosmétique, avec une invention unique en son genre», soutient la jeune élève ingénieure. Quelles sont donc les gammes de produits cosmétiques d’«ArgaCare» qui pourraient le mieux marcher ? «Notre processus de production des produits cosmétiques à partir du tourteau d'argan commence en premier lieu par la phase d'extraction d'huile du tourteau qui nous permet par la suite de produire n'importe quel produit cosmétique à base d'huile avec les mêmes méthodes connues», décrypte Aya El Hachimi. En fait, les élèves ingénieurs de l’EMI Enactus ont décidé de commencer par le savon sous forme de bar, avec l’ambition d’augmenter leur gamme dans un futur proche : savon liquide, gommages, «hair spray», etc. «D’après des études récentes, l'extrait du tourteau a un effet très positif sur les cheveux. Il augmente la prolifération des cellules, a une action contre le stress oxydatif et l'inflammation des cellules des papilles dermiques. Ainsi, il nous viendra naturellement à l’esprit que ce spray pour cheveux sera le produit phare de notre gamme. Il n'empêche que tous nos produits apporteront de nombreux bienfaits au corps entier», explique notre interlocutrice dont l’équipe est composée de 8 élèves âgés de 20 à 22 ans. Du 100% bio et une forte dimension sociale Plus que valoriser ce tourteau, sauver l'arganier d'une éventuelle extinction. «ArgaCare» garde une forte dimension socio-économique, car le lancement de la marque devrait pouvoir constituer un plus pour les femmes ouvrières du domaine de l'industrie de l'argan : «Nous visons à les intégrer dans notre processus de marketing, leur fournissant ainsi une nouvelle source de revenu (…). À travers son process de commercialisation du produit, “ArgaCare” mettra en place un pourcentage fixe de ces bénéfices pour ces femmes qui travaillent dans les coopératives de l’arganier», indique Aya El Hachimi. Dans leur projet, les élèves de l’EMI Enactus ont aussi beaucoup tablé sur la dimension écologique. Et ils ont bien raison. Il faut dire que la gamme offre un avantage de taille en démocratisant l’achat de cosmétiques bio, à travers un produit à prix moyen. «Partout dans le monde, la gamme bio fait une percée dans le domaine des cosmétiques vu qu’elle rassure et séduit la clientèle qui est de plus en plus sensible aux produits responsables, meilleurs pour la santé, mieux assimilés par la peau et moins agressifs. “ArgaCare” est toujours à l’écoute des besoins de ses clients qui veulent prendre soin de leur corps, en leur offrant des produits efficaces non issus de manipulations chimiques et qui s’alignent parfaitement avec leurs souhaits de préserver l’environnement».",2022-06-07,https://lematin.ma/express/2022/tourteau-argan-base-d-marque-cosmetique-100-bio/376730.html,https://static.lematin.ma/files/lematin/images/articles/2022/06/60488832590604b32b076fabd2997226.jpg
Attijariwafa bank s’associe à Finastra pour participer à «Hack to the Future»,"Le groupe Attijariwafa bank (AWB) s’est associé à Finastra, une multinationale spécialisée dans le développement de logiciels financiers, pour participer à «Hack to the Future», un mouvement Fintech international visant à asseoir une finance durable et inclusive. Ce partenariat a pour objectif de faire de l’innovation «un véritable levier de création de valeur et d’inclusion aussi bien pour la banque que pour son écosystème national et international», indique AWB dans un communiqué. Ce qui s’est traduit par la participation des collaborateurs de la banque à travers l’entité Wenov (développeurs, d’experts métiers et techniques) à des challenges et webinaires autour de la DeFi, Cryptomonnaies, NFT… La Fondation Attijariwafa bank, en partenariat avec Wenov, a organisé, d’une part, «une action citoyenne de soutien à l’éducation : 4 lycées publics ont été mobilisés avec l’accord de l’Académie régionale de l’éducation et de la formation (AREF) de Casablanca-Settat, pour faire concourir près de 120 élèves dans la catégorie “Youth Hackathon” des 10-18 ans», est-il noté. Le hackathon a porté sur la thématique de la «finance durable et inclusive». D’autre part, est-il ajouté, la Fondation a invité des collaborateurs bénévoles du groupe AWB à accompagner et mentorer les équipes de lycéens pour structurer leurs projets, de l’idéation au pitch devant des jurys d’experts internationaux. Ainsi, deux projets se sont distingués. Le premier, baptisé «Asylum», est une plateforme de mise en relation des réfugiés avec des ambassades, des organisations, des universités et d’autres institutions dans des pays du monde entier. Le deuxième, nommé «Meraki», est une solution digitale innovante à but non lucratif, pour une éducation inclusive et un partage des connaissances et des compétences au profit des utilisateurs apprenants.",2022-06-07,https://lematin.ma/express/2022/attijariwafa-bank-sassocie-finastra-participer-hack-to-the-future/376724.html,https://static.lematin.ma/files/lematin/images/articles/2022/06/a4bf8e0fa523638b99705088432d1502.jpg
"L’ONEE et Gridspertise collaborent dans l’innovation, la R&D et le capital humain","L’Office national de l’électricité et de l’eau potable (ONEE) et Gridspertise, nouvelle société du groupe italien ENEL, collaborent en matière d’expertise, d’innovation, de R&D et de développement du capital humain. Ils ont, en effet, signé récemment un protocole d’accord qui a pour objectif de mettre au profit du secteur électrique marocain l’expertise et le savoir-faire des deux organismes dans des projets d'énergie centrés sur les métiers de l'électricité tels que la production, le transport et la distribution de l'énergie électrique, a indiqué l’ONEE dans un communiqué. Concrètement, l’Office et Gridspertise œuvreront principalement pour l’accélération de la digitalisation des réseaux électriques, l'amélioration des performances des infrastructures réseaux ainsi que la numérisation des activités d'installation, de gestion et de maintenance tout au long de la chaîne d'approvisionnement, allant des centrales électriques jusqu’aux clients finaux. Leur collaboration portera également sur l’intégration dans le réseau de systèmes énergétiques basés sur les énergies renouvelables, la prospection de solutions pour une utilisation efficace de l’énergie, permettant des services innovants et contribuant aux Objectifs de développement durable tels que ceux définis par les Nations unies. Par ailleurs, l’ONEE et Gridspertise envisagent des solutions pour le développement du capital humain par la formation et le partage d’expertise, le respect des normes nationales et meilleures pratiques internationales en vue de la promotion des principes de l'économie circulaire et de la responsabilité sociétale des entreprises. L’ONEE signale, en outre, que ce nouveau partenariat bénéficiera également à divers secteurs de l’industrie nationale ainsi qu’aux pays d’Afrique subsaharienne auxquels l’ONEE est lié à travers une coopération notamment dans le domaine de la formation.",2022-06-07,https://lematin.ma/express/2022/lonee-gridspertise-collaborent-linnovation-rd-capital-humain/376720.html,https://static.lematin.ma/files/lematin/images/articles/2022/06/6f9149bd8b40d4b21cea424295b1b20a.jpg
Bourse : BMCE capital recommande l'achat du titre Snep,"Snep est une valeur à acheter cette année. Selon BMCE Global Research (BKGR), qui valorise le titre à 1.040 DH, l’entreprise serait à mi-parcours de son ambition de réduire ses coûts grâce à sa stratégie d’augmentation de production et sa maîtrise industrielle. L’amélioration de ses marges se poursuivant progressivement grâce à «un effet prix favorable compte tenu de la forte hausse des prix de l’éthylène et par conséquent du PVC». Mais ce n’est pas tout. BKGR souligne également le développement des produits sophistiqués à forte valeur ajoutée à travers le lancement d’une nouvelle unité de Compounds PVC prévu ce deuxième semestre et qui sera dédiée, dans un premier temps, au secteur automobile. Snep devrait, en outre, poursuivre son programme d’extension de ses capacités de production qui vise, d’ici 2024, un output annuel de 120 KT de PVC et de 115 KT de soude. Dans ses recommandations, BKGR rappelle l’ambition de l’entreprise d’exporter près de 20% de son chiffre d’affaires vinylique à l’horizon 2024, avec l’homologation de ses produits sur la Turquie, l’Espagne, le Portugal et l’Afrique de l’Ouest. L’analyse de BKGR énumère cinq forces à l’industriel leader des produits d’électrolyse au Maroc avec une part de marché de 75%. D’abord, la Snep dispose d’une bonne maitrise des procédés industriels. Ensuite, l’amélioration de l’efficacité opérationnelle lui permet de gagner en productivité. Snep peut également compter sur sa localisation industrielle proche de la mine de sel gemme de Mohammedia et du marché centre, regroupant la majorité des opérateurs dans la transformation du plastique et le gros de la consommation. Autre point positif, l’enrichissement de l’offre de l’entreprise qui intègre des produits à plus forte valeur ajoutée (compound PVC). Dernière force citée, la finalisation de la phase 1 du projet d’augmentation des capacités. En termes de faiblesses, BKGR n’en souligne qu’une seule. Il s’agit du coût énergétique en hausse étant donné que l’activité est hautement énergivore. Toutefois, cette consommation est atténuée par l’utilisation de l’énergie renouvelable suite au contrat avec l’opérateur éolien Nareva. BKGR fait, par ailleurs, ressortir trois opportunités pour Snep. D’abord, que l’industrie locale de plusieurs sources d’importation (États-Unis, Union européenne et Mexique) est protégée par les mesures antidumping. Ensuite, une forte demande en PVC est maintenue aussi bien au Maroc qu’à l’international. Et enfin, les autorités poursuivent leurs efforts pour l’extension du réseau de l’eau potable et l’évolution des stations de traitement pour booster le segment électrolyse. Toutefois, BKGR pointe du doigt deux menaces. La première concerne la fluctuation des cours de l’éthylène à l’international. La seconde a trait à la faible capacité portuaire qui limite différentes orientations logistiques de Snep, selon son management.",2022-06-06,https://lematin.ma/express/2022/snep-poursuit-progressivement-lamelioration-marges/376694.html,https://static.lematin.ma/files/lematin/images/articles/2022/06/88bc1d6c171b3dfdc27db1190c82da59.jpg
Bourse : BMCE capital recommande l'achat du titre Aradei Capital,"Vous voulez investir en Bourse, Aradei Capital est un titre à acheter. Selon les dernières recommandations de BMCE Global Research (BKGR), 2022 serait une bonne année pour la société, dont les revenus «devraient s’améliorer tirés par l’effet des loyers générés par l’OPCI CLEO Pierre». Un retour à la normale de l’activité de ses locataires induit par une levée totale des restrictions est, également, un bon indicateur pour la foncière. Autre point positif, l’entreprise devrait être en mesure d’améliorer ses marges d’Ebitda, grâce à un taux d’occupation en progression et son taux de distribution de FFO permettant à Aradei Capital d’afficher une performance annuelle «plus attractif que le marché», précise BKGR. Pour BKGR, la société dispose de plusieurs forces. D’abord, un portefeuille d’actifs assez diversifié de qualité avec un taux de TRI moyen de 8,59%. L’entreprise dispose, également, d’une bonne structure et santé financière. Aradei Capital peut se faire valoir aussi par une politique de distribution de dividendes généreuse, des actionnaires de référence comme Label’Vie et la BERD. Sans oublier une surface GLA importante en constante amélioration et une réserve foncière de 281.970 m2 dont près de 70% sur l’axe Casa-Rabat. Pour ce qui est de ses faiblesses, la filiale de Bank of Africa en fait ressortir deux. La première porte sur le risque de dévaluation des immeubles de placement. La seconde concerne la forte dépendance aux prix du foncier, notamment dans les grandes villes. En termes d’opportunités, Aradei Capital en compte cinq selon BKGR. D’abord, la modernisation des modes de consommations des habitants de la foncière lui permet le développement de commerces modernes au détriment de l’informel. Autre opportunité, le déficit d’infrastructures médicales et scolaires privées au Maroc. BKGR fait ressortir également la possibilité d’une hausse des taux qui pourrait tirer à la hausse les loyers. Aussi, la reprise graduelle du secteur touristique devrait dynamiser l’activité commerciale des locataires à court terme. Enfin, l’évolution démographique favorable du Royaume serait également un atout. Par ailleurs, deux menaces existent selon BMCE Global Research pour Aradei Capital. La première concerne le développement du e-commerce qui peut exercer une pression à la baisse sur la fréquentation des commerces à long terme. La deuxième porte sur le risque de perturbation d’approvisionnement en matières premières qui pourrait retarder la livraison des projets en cours de construction.",2022-06-06,https://lematin.ma/express/2022/revenus-aradei-capital-devraient-sameliorer-tires-leffet-plein-loyers-generes-lopci-cleo-pierre/376691.html,https://static.lematin.ma/files/lematin/images/articles/2022/06/da65d572c40ff2d4bd778c065e819986.jpg
Anouar Invest lance l’extension de son usine Best Biscuits Maroc à Had Soualem,"La holding Anouar Invest a lancé, hier, les travaux d'extension de son usine Best Biscuits Maroc à Had Soualem. Cette extension coutera un investissement total de 350 millions de dirhams qui sera déployé en 3 phases à l'horizon 2024. Ce qui va permettre à terme la création de 700 emplois directs. C’est parti pour l´extension de l’usine Best Biscuits Maroc à Had Soualem. Cette extension, qui a été lancée hier par la holding Anouar Invest, en présence de Ryad Mezzour, ministre de l'Industrie et du commerce, mobilisera un investissement total de 350 millions de dirhams qui sera déployé en 3 phases à l'horizon 2024. Ce qui va permettre à terme la création de 700 emplois directs, indique le groupe qui envisage de développer «une offre innovante, diversifiée et parfaitement en mesure de rivaliser avec les produits d’importation». Cette opération est, par ailleurs, le troisième chantier de ce genre pour Best Biscuits Maroc, note-t-elle. Le premier achevé en 2015, puis le second en 2020 ayant renforcé le parc industriel. Best Biscuits Maroc est ainsi, selon la holding Anouar Invest, la plus grande usine de production de biscuiterie au Maroc, en superficie comme en capacité de production. «Ce nouvel investissement témoigne de la grande dynamique que connaît le secteur de la biscuiterie, dans le cadre du contrat-programme du développement des industries agroalimentaires. Le “Made in Morocco” gagne en qualité et en compétitivité pour s’affirmer en référence mondiale», a déclaré le ministre. Et de souligner : «L’investissement dans ce secteur augmente considérablement notre capacité de production nationale, renforce l’intégration des chaînes de valeur, crée plus d’emplois et contribue davantage à la sécurité alimentaire et à la souveraineté industrielle de notre pays, conformément aux Hautes Orientations Royales. C’est un secteur porteur avec un haut potentiel : à date, nous avons accompagné, dans le cadre du Fonds de développement industriel et des investissements (FDII), 26 projets dans la filière de la biscuiterie, chocolaterie, confiserie totalisant un montant d’investissement d’environ 2 milliards de DH qui permettront de créer environ 5.400 emplois directs». À noter que l’usine Best Biscuits Maroc emploie près de 1.500 personnes. La société est certifiée par l’organisme Afnor Iso 9001 et Iso 22000, et détient également le label Halal ainsi que Tahceine de l’Institut marocain de normalisation (Imanor).",2022-06-06,https://lematin.ma/express/2022/anouar-invest-lance-lextension-usine-best-biscuits-maroc-had-soualem/376689.html,https://static.lematin.ma/files/lematin/images/articles/2022/06/eb005692c4876abfe09051d460fbe0b9.jpg
